"Índice";"Fecha";"Hora";"Función";"Leyendo";"Unidad"
"450";"7/6/24";"20:27:58";"CA V";"119,9";"V"
"451";"7/6/24";"20:27:59";"CA V";"119,9";"V"
"452";"7/6/24";"20:28:00";"CA V";"119,9";"V"
"453";"7/6/24";"20:28:01";"CA V";"119,9";"V"
"454";"7/6/24";"20:28:02";"CA V";"119,9";"V"
"455";"7/6/24";"20:28:03";"CA V";"119,9";"V"
"456";"7/6/24";"20:28:04";"CA V";"119,9";"V"
"457";"7/6/24";"20:28:05";"CA V";"119,9";"V"
"458";"7/6/24";"20:28:06";"CA V";"119,9";"V"
"459";"7/6/24";"20:28:07";"CA V";"119,9";"V"
"460";"7/6/24";"20:28:08";"CA V";"119,9";"V"
"461";"7/6/24";"20:28:09";"CA V";"119,9";"V"
"462";"7/6/24";"20:28:10";"CA V";"119,9";"V"
"463";"7/6/24";"20:28:11";"CA V";"119,9";"V"
"464";"7/6/24";"20:28:12";"CA V";"119,9";"V"
"465";"7/6/24";"20:28:13";"CA V";"119,8";"V"
"466";"7/6/24";"20:28:14";"CA V";"119,7";"V"
"467";"7/6/24";"20:28:15";"CA V";"119,7";"V"
"468";"7/6/24";"20:28:16";"CA V";"119,7";"V"
"469";"7/6/24";"20:28:17";"CA V";"119,8";"V"
"470";"7/6/24";"20:28:18";"CA V";"119,8";"V"
"471";"7/6/24";"20:28:19";"CA V";"119,9";"V"
"472";"7/6/24";"20:28:20";"CA V";"119,9";"V"
"473";"7/6/24";"20:28:21";"CA V";"119,9";"V"
"474";"7/6/24";"20:28:22";"CA V";"119,9";"V"
"475";"7/6/24";"20:28:23";"CA V";"119,9";"V"
"476";"7/6/24";"20:28:24";"CA V";"119,9";"V"
"477";"7/6/24";"20:28:25";"CA V";"119,9";"V"
"478";"7/6/24";"20:28:26";"CA V";"119,9";"V"
"479";"7/6/24";"20:28:27";"CA V";"119,9";"V"
"480";"7/6/24";"20:28:28";"CA V";"119,9";"V"
"481";"7/6/24";"20:28:29";"CA V";"119,9";"V"
"482";"7/6/24";"20:28:30";"CA V";"119,9";"V"
"483";"7/6/24";"20:28:31";"CA V";"119,8";"V"
"484";"7/6/24";"20:28:32";"CA V";"119,8";"V"
"485";"7/6/24";"20:28:33";"CA V";"119,8";"V"
"486";"7/6/24";"20:28:34";"CA V";"119,9";"V"
"487";"7/6/24";"20:28:35";"CA V";"119,9";"V"
"488";"7/6/24";"20:28:36";"CA V";"119,9";"V"
"489";"7/6/24";"20:28:37";"CA V";"119,8";"V"
"490";"7/6/24";"20:28:38";"CA V";"119,8";"V"
"491";"7/6/24";"20:28:39";"CA V";"119,8";"V"
"492";"7/6/24";"20:28:40";"CA V";"119,8";"V"
"493";"7/6/24";"20:28:41";"CA V";"119,8";"V"
"494";"7/6/24";"20:28:42";"CA V";"119,8";"V"
"495";"7/6/24";"20:28:43";"CA V";"119,8";"V"
"496";"7/6/24";"20:28:44";"CA V";"119,8";"V"
"497";"7/6/24";"20:28:45";"CA V";"119,8";"V"
"498";"7/6/24";"20:28:46";"CA V";"119,7";"V"
"499";"7/6/24";"20:28:47";"CA V";"119,8";"V"
"500";"7/6/24";"20:28:48";"CA V";"119,8";"V"
"501";"7/6/24";"20:28:49";"CA V";"119,8";"V"
"502";"7/6/24";"20:28:50";"CA V";"119,8";"V"
"503";"7/6/24";"20:28:51";"CA V";"119,8";"V"
"504";"7/6/24";"20:28:52";"CA V";"119,8";"V"
"505";"7/6/24";"20:28:53";"CA V";"119,8";"V"
"506";"7/6/24";"20:28:54";"CA V";"119,8";"V"
"507";"7/6/24";"20:28:55";"CA V";"119,8";"V"
"508";"7/6/24";"20:28:56";"CA V";"119,8";"V"
"509";"7/6/24";"20:28:57";"CA V";"119,8";"V"
"510";"7/6/24";"20:28:58";"CA V";"119,8";"V"
"511";"7/6/24";"20:28:59";"CA V";"119,9";"V"
"512";"7/6/24";"20:29:00";"CA V";"119,9";"V"
"513";"7/6/24";"20:29:01";"CA V";"119,9";"V"
"514";"7/6/24";"20:29:02";"CA V";"119,8";"V"
"515";"7/6/24";"20:29:03";"CA V";"119,8";"V"
"516";"7/6/24";"20:29:04";"CA V";"119,9";"V"
"517";"7/6/24";"20:29:05";"CA V";"119,9";"V"
"518";"7/6/24";"20:29:06";"CA V";"119,9";"V"
"519";"7/6/24";"20:29:07";"CA V";"119,8";"V"
"520";"7/6/24";"20:29:08";"CA V";"119,8";"V"
"521";"7/6/24";"20:29:09";"CA V";"119,8";"V"
"522";"7/6/24";"20:29:10";"CA V";"119,8";"V"
"523";"7/6/24";"20:29:11";"CA V";"119,7";"V"
"524";"7/6/24";"20:29:12";"CA V";"119,7";"V"
"525";"7/6/24";"20:29:13";"CA V";"119,7";"V"
"526";"7/6/24";"20:29:14";"CA V";"119,8";"V"
"527";"7/6/24";"20:29:15";"CA V";"119,8";"V"
"528";"7/6/24";"20:29:16";"CA V";"119,8";"V"
"529";"7/6/24";"20:29:17";"CA V";"119,8";"V"
"530";"7/6/24";"20:29:18";"CA V";"119,8";"V"
"531";"7/6/24";"20:29:19";"CA V";"119,8";"V"
"532";"7/6/24";"20:29:20";"CA V";"119,8";"V"
"533";"7/6/24";"20:29:21";"CA V";"119,8";"V"
"534";"7/6/24";"20:29:22";"CA V";"119,8";"V"
"535";"7/6/24";"20:29:23";"CA V";"119,8";"V"
"536";"7/6/24";"20:29:24";"CA V";"119,8";"V"
"537";"7/6/24";"20:29:25";"CA V";"119,8";"V"
"538";"7/6/24";"20:29:26";"CA V";"119,8";"V"
"539";"7/6/24";"20:29:27";"CA V";"119,8";"V"
"540";"7/6/24";"20:29:28";"CA V";"119,8";"V"
"541";"7/6/24";"20:29:29";"CA V";"119,8";"V"
"542";"7/6/24";"20:29:30";"CA V";"119,8";"V"
"543";"7/6/24";"20:29:31";"CA V";"119,8";"V"
"544";"7/6/24";"20:29:32";"CA V";"119,8";"V"
"545";"7/6/24";"20:29:33";"CA V";"119,9";"V"
"546";"7/6/24";"20:29:34";"CA V";"119,9";"V"
"547";"7/6/24";"20:29:35";"CA V";"119,9";"V"
"548";"7/6/24";"20:29:36";"CA V";"119,9";"V"
"549";"7/6/24";"20:29:37";"CA V";"119,9";"V"
"550";"7/6/24";"20:29:38";"CA V";"119,8";"V"
"551";"7/6/24";"20:29:39";"CA V";"119,8";"V"
"552";"7/6/24";"20:29:40";"CA V";"119,8";"V"
"553";"7/6/24";"20:29:41";"CA V";"119,8";"V"
"554";"7/6/24";"20:29:42";"CA V";"119,8";"V"
"555";"7/6/24";"20:29:43";"CA V";"119,8";"V"
"556";"7/6/24";"20:29:44";"CA V";"119,8";"V"
"557";"7/6/24";"20:29:45";"CA V";"119,8";"V"
"558";"7/6/24";"20:29:46";"CA V";"119,8";"V"
"559";"7/6/24";"20:29:47";"CA V";"119,8";"V"
"560";"7/6/24";"20:29:48";"CA V";"119,8";"V"
"561";"7/6/24";"20:29:49";"CA V";"119,8";"V"
"562";"7/6/24";"20:29:50";"CA V";"119,8";"V"
"563";"7/6/24";"20:29:51";"CA V";"119,8";"V"
"564";"7/6/24";"20:29:52";"CA V";"119,7";"V"
"565";"7/6/24";"20:29:53";"CA V";"119,7";"V"
"566";"7/6/24";"20:29:54";"CA V";"119,8";"V"
"567";"7/6/24";"20:29:55";"CA V";"119,8";"V"
"568";"7/6/24";"20:29:56";"CA V";"119,7";"V"
"569";"7/6/24";"20:29:57";"CA V";"119,7";"V"
"570";"7/6/24";"20:29:58";"CA V";"119,7";"V"
"571";"7/6/24";"20:29:59";"CA V";"119,7";"V"
"572";"7/6/24";"20:30:00";"CA V";"119,7";"V"
"573";"7/6/24";"20:30:01";"CA V";"119,7";"V"
"574";"7/6/24";"20:30:02";"CA V";"119,7";"V"
"575";"7/6/24";"20:30:03";"CA V";"119,7";"V"
"576";"7/6/24";"20:30:04";"CA V";"119,7";"V"
"577";"7/6/24";"20:30:05";"CA V";"119,7";"V"
"578";"7/6/24";"20:30:06";"CA V";"119,7";"V"
"579";"7/6/24";"20:30:07";"CA V";"119,7";"V"
"580";"7/6/24";"20:30:08";"CA V";"119,7";"V"
"581";"7/6/24";"20:30:09";"CA V";"119,7";"V"
"582";"7/6/24";"20:30:10";"CA V";"119,7";"V"
"583";"7/6/24";"20:30:11";"CA V";"119,7";"V"
"584";"7/6/24";"20:30:12";"CA V";"119,7";"V"
"585";"7/6/24";"20:30:13";"CA V";"119,7";"V"
"586";"7/6/24";"20:30:14";"CA V";"119,7";"V"
"587";"7/6/24";"20:30:15";"CA V";"119,7";"V"
"588";"7/6/24";"20:30:16";"CA V";"119,7";"V"
"589";"7/6/24";"20:30:17";"CA V";"119,7";"V"
"590";"7/6/24";"20:30:18";"CA V";"119,7";"V"
"591";"7/6/24";"20:30:19";"CA V";"119,7";"V"
"592";"7/6/24";"20:30:20";"CA V";"119,7";"V"
"593";"7/6/24";"20:30:21";"CA V";"119,7";"V"
"594";"7/6/24";"20:30:22";"CA V";"119,7";"V"
"595";"7/6/24";"20:30:23";"CA V";"119,7";"V"
"596";"7/6/24";"20:30:24";"CA V";"119,7";"V"
"597";"7/6/24";"20:30:25";"CA V";"119,8";"V"
"598";"7/6/24";"20:30:26";"CA V";"119,8";"V"
"599";"7/6/24";"20:30:27";"CA V";"119,7";"V"
"600";"7/6/24";"20:30:28";"CA V";"119,7";"V"
"601";"7/6/24";"20:30:29";"CA V";"119,7";"V"
"602";"7/6/24";"20:30:30";"CA V";"119,7";"V"
"603";"7/6/24";"20:30:31";"CA V";"119,7";"V"
"604";"7/6/24";"20:30:32";"CA V";"119,7";"V"
"605";"7/6/24";"20:30:33";"CA V";"119,7";"V"
"606";"7/6/24";"20:30:34";"CA V";"119,7";"V"
"607";"7/6/24";"20:30:35";"CA V";"119,7";"V"
"608";"7/6/24";"20:30:36";"CA V";"119,7";"V"
"609";"7/6/24";"20:30:37";"CA V";"119,7";"V"
"610";"7/6/24";"20:30:38";"CA V";"119,7";"V"
"611";"7/6/24";"20:30:39";"CA V";"119,7";"V"
"612";"7/6/24";"20:30:40";"CA V";"119,7";"V"
"613";"7/6/24";"20:30:41";"CA V";"119,7";"V"
"614";"7/6/24";"20:30:42";"CA V";"119,7";"V"
"615";"7/6/24";"20:30:43";"CA V";"119,7";"V"
"616";"7/6/24";"20:30:44";"CA V";"119,7";"V"
"617";"7/6/24";"20:30:45";"CA V";"119,7";"V"
"618";"7/6/24";"20:30:46";"CA V";"119,7";"V"
"619";"7/6/24";"20:30:47";"CA V";"119,7";"V"
"620";"7/6/24";"20:30:48";"CA V";"119,7";"V"
"621";"7/6/24";"20:30:49";"CA V";"119,7";"V"
"622";"7/6/24";"20:30:50";"CA V";"119,6";"V"
"623";"7/6/24";"20:30:51";"CA V";"119,6";"V"
"624";"7/6/24";"20:30:52";"CA V";"119,6";"V"
"625";"7/6/24";"20:30:53";"CA V";"119,6";"V"
"626";"7/6/24";"20:30:54";"CA V";"119,6";"V"
"627";"7/6/24";"20:30:55";"CA V";"119,6";"V"
"628";"7/6/24";"20:30:56";"CA V";"119,6";"V"
"629";"7/6/24";"20:30:57";"CA V";"119,6";"V"
"630";"7/6/24";"20:30:58";"CA V";"119,6";"V"
"631";"7/6/24";"20:30:59";"CA V";"119,6";"V"
"632";"7/6/24";"20:31:00";"CA V";"119,6";"V"
"633";"7/6/24";"20:31:01";"CA V";"119,6";"V"
"634";"7/6/24";"20:31:02";"CA V";"119,6";"V"
"635";"7/6/24";"20:31:03";"CA V";"119,6";"V"
"636";"7/6/24";"20:31:04";"CA V";"119,6";"V"
"637";"7/6/24";"20:31:05";"CA V";"119,6";"V"
"638";"7/6/24";"20:31:06";"CA V";"119,6";"V"
"639";"7/6/24";"20:31:07";"CA V";"119,6";"V"
"640";"7/6/24";"20:31:08";"CA V";"119,6";"V"
"641";"7/6/24";"20:31:09";"CA V";"119,6";"V"
"642";"7/6/24";"20:31:10";"CA V";"119,6";"V"
"643";"7/6/24";"20:31:11";"CA V";"119,6";"V"
"644";"7/6/24";"20:31:12";"CA V";"119,6";"V"
"645";"7/6/24";"20:31:13";"CA V";"119,6";"V"
"646";"7/6/24";"20:31:14";"CA V";"119,6";"V"
"647";"7/6/24";"20:31:15";"CA V";"119,6";"V"
"648";"7/6/24";"20:31:16";"CA V";"119,6";"V"
"649";"7/6/24";"20:31:17";"CA V";"119,6";"V"
"650";"7/6/24";"20:31:18";"CA V";"119,6";"V"
"651";"7/6/24";"20:31:19";"CA V";"119,6";"V"
"652";"7/6/24";"20:31:20";"CA V";"119,6";"V"
"653";"7/6/24";"20:31:21";"CA V";"119,6";"V"
"654";"7/6/24";"20:31:22";"CA V";"119,6";"V"
"655";"7/6/24";"20:31:23";"CA V";"119,6";"V"
"656";"7/6/24";"20:31:24";"CA V";"119,6";"V"
"657";"7/6/24";"20:31:25";"CA V";"119,6";"V"
"658";"7/6/24";"20:31:26";"CA V";"119,6";"V"
"659";"7/6/24";"20:31:27";"CA V";"119,6";"V"
"660";"7/6/24";"20:31:28";"CA V";"119,6";"V"
"661";"7/6/24";"20:31:29";"CA V";"119,6";"V"
"662";"7/6/24";"20:31:30";"CA V";"119,6";"V"
"663";"7/6/24";"20:31:31";"CA V";"119,6";"V"
"664";"7/6/24";"20:31:32";"CA V";"119,5";"V"
"665";"7/6/24";"20:31:33";"CA V";"119,5";"V"
"666";"7/6/24";"20:31:34";"CA V";"119,6";"V"
"667";"7/6/24";"20:31:35";"CA V";"119,6";"V"
"668";"7/6/24";"20:31:36";"CA V";"119,6";"V"
"669";"7/6/24";"20:31:37";"CA V";"119,6";"V"
"670";"7/6/24";"20:31:38";"CA V";"119,6";"V"
"671";"7/6/24";"20:31:39";"CA V";"119,6";"V"
"672";"7/6/24";"20:31:40";"CA V";"119,6";"V"
"673";"7/6/24";"20:31:41";"CA V";"119,6";"V"
"674";"7/6/24";"20:31:42";"CA V";"119,6";"V"
"675";"7/6/24";"20:31:43";"CA V";"119,6";"V"
"676";"7/6/24";"20:31:44";"CA V";"119,6";"V"
"677";"7/6/24";"20:31:45";"CA V";"119,6";"V"
"678";"7/6/24";"20:31:46";"CA V";"119,6";"V"
"679";"7/6/24";"20:31:47";"CA V";"119,6";"V"
"680";"7/6/24";"20:31:48";"CA V";"119,6";"V"
"681";"7/6/24";"20:31:49";"CA V";"119,6";"V"
"682";"7/6/24";"20:31:50";"CA V";"119,6";"V"
"683";"7/6/24";"20:31:51";"CA V";"119,6";"V"
"684";"7/6/24";"20:31:52";"CA V";"119,6";"V"
"685";"7/6/24";"20:31:53";"CA V";"119,6";"V"
"686";"7/6/24";"20:31:54";"CA V";"119,6";"V"
"687";"7/6/24";"20:31:55";"CA V";"119,6";"V"
"688";"7/6/24";"20:31:56";"CA V";"119,6";"V"
"689";"7/6/24";"20:31:57";"CA V";"119,6";"V"
"690";"7/6/24";"20:31:58";"CA V";"119,6";"V"
"691";"7/6/24";"20:31:59";"CA V";"119,6";"V"
"692";"7/6/24";"20:32:00";"CA V";"119,6";"V"
"693";"7/6/24";"20:32:01";"CA V";"119,6";"V"
"694";"7/6/24";"20:32:02";"CA V";"119,6";"V"
"695";"7/6/24";"20:32:03";"CA V";"119,6";"V"
"696";"7/6/24";"20:32:04";"CA V";"119,6";"V"
"697";"7/6/24";"20:32:05";"CA V";"119,6";"V"
"698";"7/6/24";"20:32:06";"CA V";"119,7";"V"
"699";"7/6/24";"20:32:07";"CA V";"119,7";"V"
"700";"7/6/24";"20:32:08";"CA V";"119,6";"V"
"701";"7/6/24";"20:32:09";"CA V";"119,7";"V"
"702";"7/6/24";"20:32:10";"CA V";"119,7";"V"
"703";"7/6/24";"20:32:11";"CA V";"119,7";"V"
"704";"7/6/24";"20:32:12";"CA V";"119,7";"V"
"705";"7/6/24";"20:32:13";"CA V";"119,7";"V"
"706";"7/6/24";"20:32:14";"CA V";"119,7";"V"
"707";"7/6/24";"20:32:15";"CA V";"119,7";"V"
"708";"7/6/24";"20:32:16";"CA V";"119,7";"V"
"709";"7/6/24";"20:32:17";"CA V";"119,7";"V"
"710";"7/6/24";"20:32:18";"CA V";"119,7";"V"
"711";"7/6/24";"20:32:19";"CA V";"119,7";"V"
"712";"7/6/24";"20:32:20";"CA V";"119,6";"V"
"713";"7/6/24";"20:32:21";"CA V";"119,6";"V"
"714";"7/6/24";"20:32:22";"CA V";"119,6";"V"
"715";"7/6/24";"20:32:23";"CA V";"119,6";"V"
"716";"7/6/24";"20:32:24";"CA V";"119,6";"V"
"717";"7/6/24";"20:32:25";"CA V";"119,6";"V"
"718";"7/6/24";"20:32:26";"CA V";"119,6";"V"
"719";"7/6/24";"20:32:27";"CA V";"119,6";"V"
"720";"7/6/24";"20:32:28";"CA V";"119,7";"V"
"721";"7/6/24";"20:32:29";"CA V";"119,7";"V"
"722";"7/6/24";"20:32:30";"CA V";"119,7";"V"
"723";"7/6/24";"20:32:31";"CA V";"119,7";"V"
"724";"7/6/24";"20:32:32";"CA V";"119,6";"V"
"725";"7/6/24";"20:32:33";"CA V";"119,7";"V"
"726";"7/6/24";"20:32:34";"CA V";"119,7";"V"
"727";"7/6/24";"20:32:35";"CA V";"119,7";"V"
"728";"7/6/24";"20:32:36";"CA V";"119,7";"V"
"729";"7/6/24";"20:32:37";"CA V";"119,7";"V"
"730";"7/6/24";"20:32:38";"CA V";"119,7";"V"
"731";"7/6/24";"20:32:39";"CA V";"119,7";"V"
"732";"7/6/24";"20:32:40";"CA V";"119,7";"V"
"733";"7/6/24";"20:32:41";"CA V";"119,6";"V"
"734";"7/6/24";"20:32:42";"CA V";"119,6";"V"
"735";"7/6/24";"20:32:43";"CA V";"119,6";"V"
"736";"7/6/24";"20:32:44";"CA V";"119,6";"V"
"737";"7/6/24";"20:32:45";"CA V";"119,6";"V"
"738";"7/6/24";"20:32:46";"CA V";"119,6";"V"
"739";"7/6/24";"20:32:47";"CA V";"119,6";"V"
"740";"7/6/24";"20:32:48";"CA V";"119,6";"V"
"741";"7/6/24";"20:32:49";"CA V";"119,6";"V"
"742";"7/6/24";"20:32:50";"CA V";"119,6";"V"
"743";"7/6/24";"20:32:51";"CA V";"119,6";"V"
"744";"7/6/24";"20:32:52";"CA V";"119,6";"V"
"745";"7/6/24";"20:32:53";"CA V";"119,6";"V"
"746";"7/6/24";"20:32:54";"CA V";"119,7";"V"
"747";"7/6/24";"20:32:55";"CA V";"119,7";"V"
"748";"7/6/24";"20:32:56";"CA V";"119,7";"V"
"749";"7/6/24";"20:32:57";"CA V";"119,7";"V"
"750";"7/6/24";"20:32:58";"CA V";"119,7";"V"
"751";"7/6/24";"20:32:59";"CA V";"119,7";"V"
"752";"7/6/24";"20:33:00";"CA V";"119,7";"V"
"753";"7/6/24";"20:33:01";"CA V";"119,7";"V"
"754";"7/6/24";"20:33:02";"CA V";"119,7";"V"
"755";"7/6/24";"20:33:03";"CA V";"119,7";"V"
"756";"7/6/24";"20:33:04";"CA V";"119,7";"V"
"757";"7/6/24";"20:33:05";"CA V";"119,6";"V"
"758";"7/6/24";"20:33:06";"CA V";"119,6";"V"
"759";"7/6/24";"20:33:07";"CA V";"119,6";"V"
"760";"7/6/24";"20:33:08";"CA V";"119,6";"V"
"761";"7/6/24";"20:33:09";"CA V";"119,6";"V"
"762";"7/6/24";"20:33:10";"CA V";"119,6";"V"
"763";"7/6/24";"20:33:11";"CA V";"119,6";"V"
"764";"7/6/24";"20:33:12";"CA V";"119,6";"V"
"765";"7/6/24";"20:33:13";"CA V";"119,6";"V"
